Institute,Program,Degree,Quota,Category,Gender,Opening_Rank,Closing_Rank
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,"(4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,133072,137978
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,"(4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),188009,188009
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,"(4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,199738,207283
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,"for DASA-CIWG (4 Years, Bachelor",of Technology),DASA-CIWG,OPEN,707893,707893
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,242940,247416
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,75912,113390
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),91304,127165
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,116072,133832
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),136351,136351
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,158746,212890
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),300290,424788
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,277679,285483
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),263583,263583
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,54180,59740
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),79643,83059
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,60410,62682
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),92035,92035
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,60086,64822
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),94772,94772
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,(PwD),941036,941036
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,188995,198858
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,257294,274274
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),324768,324768
"Malaviya National Institute of Technology Jaipur Architecture (5 Years,",Bachelor of,Architecture) Home State OPEN Female-only,(including Supernumerary),1315,1315,1315,1315
"Malaviya National Institute of Technology Jaipur Architecture (5 Years,",Bachelor of,Architecture) Home State OBC-NCL Female-only,(including Supernumerary),5089,7477,5089,7477
"Malaviya National Institute of Technology Jaipur Architecture (5 Years,",Bachelor of,Architecture) Other State EWS Female-only,(including Supernumerary),3110,3110,3110,3110
Malaviya National Institute of Technology Jaipur Architecture and Planning,for DASA-CIWG,"(5 Years, Bachelor of Architecture)",DASA-CIWG OPEN,Gender-Neutral,11084,11084,11084
Malaviya National Institute of Technology Jaipur Artificial Intelligence and,Data Engineering,"(4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,6828,7102
Malaviya National Institute of Technology Jaipur Artificial Intelligence and,Data Engineering,"(4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,9468,9468
Malaviya National Institute of Technology Jaipur Artificial Intelligence and,Data Engineering,"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,10732,10982
Malaviya National Institute of Technology Jaipur Artificial Intelligence and,Data Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,6581,7777
Malaviya National Institute of Technology Jaipur Artificial Intelligence and,Data Engineering,"(4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,7965,9792
Malaviya National Institute of Technology Jaipur Artificial Intelligence and,Data Engineering,"(4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),19019,19019
Malaviya National Institute of Technology Jaipur Artificial Intelligence and,Data Engineering,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,11563,11563
Malaviya National Institute of Technology Jaipur Artificial Intelligence and,Data Engineering,"(4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),97193,97193
Malaviya National Institute of Technology Jaipur Artificial Intelligence and,Data Engineering,"for DASA-CIWG (4 Years, Bachelor",of Technology),DASA-CIWG,OPEN,104275,261513
Malaviya National Institute of Technology Jaipur Artificial Intelligence and,Data Engineering,"for DASA-Non CIWG (4 Years,",Bachelor of,Technology),DASA-Non,463786,907544
Malaviya National Institute of Technology Jaipur Chemical Engineering (4,"Years, Bachelor",of Technology) Home State OPEN,(PwD) Gender-Neutral,970398,970398,970398,970398
Malaviya National Institute of Technology Jaipur Chemical Engineering (4,"Years, Bachelor",of Technology) Home State OBC-NCL,Female-only (including,Supernumerary),52116,52116,55694
Malaviya National Institute of Technology Jaipur Chemical Engineering (4,"Years, Bachelor",of Technology) Other State OPEN,Female-only (including,Supernumerary),34781,34781,37513
Malaviya National Institute of Technology Jaipur Chemical Engineering (4,"Years, Bachelor",of Technology) Other State EWS,Female-only (including,Supernumerary),47813,47813,47813
Malaviya National Institute of Technology Jaipur Chemical Engineering (4,"Years, Bachelor",of Technology) Other State OBC-NCL,Female-only (including,Supernumerary),63169,63169,63169
Malaviya National Institute of Technology Jaipur Chemical Engineering (4,"Years, Bachelor",of Technology) Other State ST,Female-only (including,Supernumerary),245559,245559,245559
Malaviya National Institute of Technology Jaipur Chemical Engineering for,DASA-CIWG (4,"Years, Bachelor of Technology) DASA-CIWG",OPEN Gender-Neutral,707910,707910,707910,707910
Malaviya National Institute of Technology Jaipur Civil Engineering (4,"Years, Bachelor",of Technology) Other State OPEN,Female-only (including,Supernumerary),54243,54243,61958
Malaviya National Institute of Technology Jaipur Civil Engineering (4,"Years, Bachelor",of Technology) Other State EWS,Female-only (including,Supernumerary),63186,63186,63186
Malaviya National Institute of Technology Jaipur Civil Engineering (4,"Years, Bachelor",of Technology) Other State OBC-NCL,Female-only (including,Supernumerary),65785,65785,75414
Malaviya National Institute of Technology Jaipur Civil Engineering (4,"Years, Bachelor",of Technology) Other State SC,Female-only (including,Supernumerary),177898,177898,177898
Malaviya National Institute of Technology Jaipur Computer Science and,Engineering (4,"Years, Bachelor of Technology) Home",State OPEN,Gender-Neutral,2675,2675,6638
Malaviya National Institute of Technology Jaipur Computer Science and,Engineering (4,"Years, Bachelor of Technology) Home",State EWS,Gender-Neutral,7796,7796,8872
Malaviya National Institute of Technology Jaipur Computer Science and,Engineering (4,"Years, Bachelor of Technology) Home",State OBC-NCL,Gender-Neutral,8184,8184,9955
Malaviya National Institute of Technology Jaipur Computer Science and,Engineering (4,"Years, Bachelor of Technology) Other",State OPEN,Gender-Neutral,2868,2868,5995
Malaviya National Institute of Technology Jaipur Computer Science and,Engineering (4,"Years, Bachelor of Technology) Other",State OPEN,Female-only,(including,8584,8584
Malaviya National Institute of Technology Jaipur Computer Science and,Engineering (4,"Years, Bachelor of Technology) Other",State EWS,Gender-Neutral,6366,6366,6887
Malaviya National Institute of Technology Jaipur Computer Science and,Engineering (4,"Years, Bachelor of Technology) Other",State EWS,Female-only,(including,18863,18863
Malaviya National Institute of Technology Jaipur Computer Science and,Engineering (4,"Years, Bachelor of Technology) Other",State OBC-NCL,Gender-Neutral,8559,8559,8559
Malaviya National Institute of Technology Jaipur Computer Science and,Engineering for,"DASA-CIWG (4 Years, Bachelor of",Technology) DASA-CIWG,OPEN,Gender-Neutral,69664,218714
Malaviya National Institute of Technology Jaipur Computer Science and,Engineering for,"DASA-Non CIWG (4 Years, Bachelor",of Technology),DASA-Non,CIWG,150061,407609
Malaviya National Institute of Technology Jaipur Electrical Engineering (4,"Years, Bachelor",of Technology) Home State EWS,Female-only (including,Supernumerary),31132,31132,31132
Malaviya National Institute of Technology Jaipur Electrical Engineering (4,"Years, Bachelor",of Technology) Other State OPEN,Female-only (including,Supernumerary),24870,24870,26466
Malaviya National Institute of Technology Jaipur Electrical Engineering (4,"Years, Bachelor",of Technology) Other State EWS,Female-only (including,Supernumerary),30654,30654,30654
Malaviya National Institute of Technology Jaipur Electrical Engineering (4,"Years, Bachelor",of Technology) Other State OBC-NCL,Female-only (including,Supernumerary),35162,35162,42236
Malaviya National Institute of Technology Jaipur Electrical Engineering for,DASA-CIWG (4,"Years, Bachelor of Technology) DASA-CIWG",OPEN Gender-Neutral,146766,560910,146766,560910
Malaviya National Institute of Technology Jaipur Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Home",State OPEN,Gender-Neutral,10545,10545,11000
Malaviya National Institute of Technology Jaipur Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Home",State OPEN,Female-only,(including,16516,16516
Malaviya National Institute of Technology Jaipur Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Home",State EWS,Gender-Neutral,11593,11593,12086
Malaviya National Institute of Technology Jaipur Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Home",State OBC-NCL,Gender-Neutral,15627,15627,16085
Malaviya National Institute of Technology Jaipur Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Home",State SC,Gender-Neutral,62883,62883,62883
Malaviya National Institute of Technology Jaipur Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Home",State ST,Gender-Neutral,53914,53914,53914
Malaviya National Institute of Technology Jaipur Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Other",State OPEN,Gender-Neutral,8378,8378,10587
Malaviya National Institute of Technology Jaipur Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Other",State OPEN,Female-only,(including,18137,19750
Malaviya National Institute of Technology Jaipur Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Other",State EWS,Gender-Neutral,13157,13157,13880
Malaviya National Institute of Technology Jaipur Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Other",State EWS,Female-only,(including,25946,25946
Malaviya National Institute of Technology Jaipur Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Other",State OBC-NCL,Gender-Neutral,11053,11053,16981
Malaviya National Institute of Technology Jaipur Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Other",State OBC-NCL,Female-only,(including,28004,28004
Malaviya National Institute of Technology Jaipur Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Other",State ST,Gender-Neutral,65259,65259,65259
Malaviya National Institute of Technology Jaipur Electronics and Communication,Engineering for,"DASA-CIWG (4 Years, Bachelor of",Technology) DASA-CIWG,OPEN,Gender-Neutral,50164,279889
Malaviya National Institute of Technology Jaipur Electronics and Communication,Engineering for,"DASA-Non CIWG (4 Years, Bachelor",of Technology),DASA-Non,CIWG,250102,587471
Malaviya National Institute of Technology Jaipur Mechanical Engineering (4,"Years, Bachelor",of Technology) Home State OPEN,Female-only (including,Supernumerary),33595,33595,34095
Malaviya National Institute of Technology Jaipur Mechanical Engineering (4,"Years, Bachelor",of Technology) Home State OPEN,(PwD) Gender-Neutral,509841,509841,509841,509841
Malaviya National Institute of Technology Jaipur Mechanical Engineering (4,"Years, Bachelor",of Technology) Home State OBC-NCL,Female-only (including,Supernumerary),41318,41318,41318
Malaviya National Institute of Technology Jaipur Mechanical Engineering (4,"Years, Bachelor",of Technology) Other State OPEN,Female-only (including,Supernumerary),33976,33976,36281
Malaviya National Institute of Technology Jaipur Mechanical Engineering (4,"Years, Bachelor",of Technology) Other State ST,Female-only (including,Supernumerary),226640,226640,226640
Malaviya National Institute of Technology Jaipur Mechanical Engineering for,DASA-CIWG (4,"Years, Bachelor of Technology) DASA-CIWG",OPEN Gender-Neutral,208250,438269,208250,438269
